順位,チーム名,試合,勝利,敗戦,引分,勝率,勝差,残試合,得点,失点,本塁打,盗塁,打率,防御率,失策,date
4,日本ハム,66,31,35,0,0.47,6,77,214,206,51,36,0.225,2.75,44,2023-06-19 14:13:18.087555
5,楽天,60,26,33,1,0.441,1.5,83,192,238,51,44,0.228,3.45,36,2023-06-19 14:13:18.087555
5,楽天,61,26,34,1,0.433,2,82,192,251,51,44,0.226,3.55,37,2023-06-20 14:12:17.962587
6,西武,64,25,38,1,0.397,2.5,79,179,220,43,36,0.227,3.13,35,2023-06-20 14:12:17.962587
5,楽天,62,26,35,1,0.426,2.5,81,194,256,51,44,0.224,3.57,37,2023-06-21 14:12:24.818648
6,西武,64,25,38,1,0.397,2,79,179,220,43,36,0.227,3.13,35,2023-06-21 14:12:24.818648
1,ソフトバンク,62,35,25,2,0.583,-,81,240,208,43,27,0.249,3.15,22,2023-06-23 14:13:52.114119
2,オリックス,66,37,27,2,0.578,0,77,250,214,54,25,0.253,3.02,22,2023-06-23 14:13:52.114119
3,ロッテ,61,32,25,4,0.561,1.5,82,211,201,37,38,0.231,3.13,20,2023-06-23 14:13:52.114119
4,日本ハム,67,32,35,0,0.478,5,76,219,209,52,37,0.226,2.76,44,2023-06-23 14:13:52.114119
5,楽天,63,26,36,1,0.419,3.5,80,198,261,51,45,0.225,3.59,38,2023-06-23 14:13:52.114119
6,西武,65,26,38,1,0.406,1,78,184,224,44,37,0.227,3.15,36,2023-06-23 14:13:52.114119
1,ソフトバンク,63,36,25,2,0.59,-,80,243,210,43,28,0.251,3.13,22,2023-06-24 14:13:10.087094
2,オリックス,67,37,28,2,0.5692,1,76,252,217,54,25,0.253,3.02,22,2023-06-24 14:13:10.087094
3,ロッテ,62,33,25,4,0.5689,0.5,81,216,205,39,38,0.231,3.15,21,2023-06-24 14:13:10.087094
4,日本ハム,68,32,36,0,0.471,6,75,223,214,52,38,0.227,2.78,45,2023-06-24 14:13:10.087094
5,西武,66,27,38,1,0.415,3.5,77,185,224,45,38,0.227,3.1,36,2023-06-24 14:13:10.087094
6,楽天,64,26,37,1,0.413,0,79,198,262,51,45,0.224,3.55,39,2023-06-24 14:13:10.087094
1,ソフトバンク,64,36,26,2,0.581,-,79,245,214,44,28,0.249,3.14,22,2023-06-25 14:13:08.263173
2,ロッテ,63,34,25,4,0.5762,0.5,80,222,210,42,39,0.232,3.18,21,2023-06-25 14:13:08.263173
3,オリックス,68,38,28,2,0.5757,-0.5,75,256,219,54,26,0.253,3.01,22,2023-06-25 14:13:08.263173
4,日本ハム,69,32,37,0,0.464,7.5,74,228,220,53,38,0.229,2.82,46,2023-06-25 14:13:08.263173
5,西武,67,28,38,1,0.424,2.5,76,190,226,47,39,0.229,3.08,36,2023-06-25 14:13:08.263173
6,楽天,65,26,38,1,0.406,1,78,200,267,51,45,0.225,3.58,39,2023-06-25 14:13:08.263173
1,ロッテ,63,34,25,4,0.5762,-,80,222,210,42,39,0.232,3.18,21,2023-06-26 14:14:52.882290
2,オリックス,68,38,28,2,0.5757,-0.5,75,256,219,54,26,0.253,3.01,22,2023-06-26 14:14:52.882290
3,ソフトバンク,65,36,27,2,0.571,0.5,78,246,217,45,28,0.248,3.14,22,2023-06-26 14:14:52.882290
4,日本ハム,69,32,37,0,0.464,7,74,228,220,53,38,0.229,2.82,46,2023-06-26 14:14:52.882290
6,楽天,66,27,38,1,0.415,0.5,77,203,268,51,46,0.225,3.54,39,2023-06-26 14:14:52.882290
1,オリックス,69,39,28,2,0.582,-,74,258,220,55,27,0.252,2.98,22,2023-06-27 14:14:08.066519
2,ソフトバンク,65,36,27,2,0.571,1,78,246,217,45,28,0.248,3.14,22,2023-06-27 14:14:08.066519
3,ロッテ,64,34,26,4,0.567,0.5,79,223,212,42,39,0.23,3.15,24,2023-06-27 14:14:08.066519
4,日本ハム,70,33,37,0,0.471,6,73,230,221,54,38,0.228,2.79,46,2023-06-27 14:14:08.066519
5,西武,68,28,39,1,0.418,3.5,75,191,228,47,39,0.23,3.06,38,2023-06-27 14:14:08.066519
6,楽天,66,27,38,1,0.415,0,77,203,268,51,46,0.225,3.54,39,2023-06-27 14:14:08.066519
1,オリックス,70,40,28,2,0.588,-,73,268,220,57,27,0.254,2.94,22,2023-06-28 14:13:58.935149
2,ソフトバンク,66,37,27,2,0.578,1,77,249,219,46,29,0.248,3.11,23,2023-06-28 14:13:58.935149
3,ロッテ,65,34,27,4,0.557,1.5,78,223,222,42,41,0.23,3.26,24,2023-06-28 14:13:58.935149
4,日本ハム,71,33,38,0,0.465,6,72,230,223,54,38,0.227,2.78,47,2023-06-28 14:13:58.935149
5,西武,69,29,39,1,0.426,2.5,74,193,228,47,39,0.23,3.02,38,2023-06-28 14:13:58.935149
6,楽天,67,27,39,1,0.409,1,76,205,271,51,49,0.223,3.53,39,2023-06-28 14:13:58.935149
2,ソフトバンク,67,38,27,2,0.585,0.5,76,252,221,47,29,0.247,3.09,23,2023-06-29 14:13:44.858517
3,ロッテ,65,34,27,4,0.557,2,78,223,222,42,41,0.23,3.26,24,2023-06-29 14:13:44.858517
6,楽天,68,27,40,1,0.403,1.5,75,207,274,51,51,0.223,3.53,41,2023-06-29 14:13:44.858517
1,オリックス,71,41,28,2,0.594,-,72,273,221,58,27,0.254,2.91,23,2023-06-30 14:13:23.363392
2,ソフトバンク,68,39,27,2,0.591,0.5,75,255,222,47,29,0.248,3.06,23,2023-06-30 14:13:23.363392
3,ロッテ,66,34,28,4,0.548,3,77,227,227,42,41,0.23,3.28,24,2023-06-30 14:13:23.363392
4,日本ハム,72,33,39,0,0.458,6,71,231,228,54,39,0.227,2.81,47,2023-06-30 14:13:23.363392
5,西武,70,29,40,1,0.42,2.5,73,194,231,48,39,0.228,3.0,40,2023-06-30 14:13:23.363392
6,楽天,69,28,40,1,0.412,0.5,74,212,278,53,51,0.224,3.52,42,2023-06-30 14:13:23.363392
1,オリックス,72,42,28,2,0.6,-,71,276,222,58,27,0.255,2.88,24,2023-07-01 14:12:21.219915
2,ソフトバンク,69,40,27,2,0.597,0.5,74,262,227,48,31,0.249,3.08,23,2023-07-01 14:12:21.219915
3,ロッテ,67,35,28,4,0.556,3,76,237,229,44,41,0.232,3.27,24,2023-07-01 14:12:21.219915
4,日本ハム,73,33,40,0,0.452,7,70,232,231,54,39,0.228,2.82,47,2023-07-01 14:12:21.219915
5,西武,71,29,41,1,0.414,2.5,72,199,238,49,39,0.227,3.04,42,2023-07-01 14:12:21.219915
6,楽天,70,28,41,1,0.406,0.5,73,214,288,53,51,0.223,3.61,43,2023-07-01 14:12:21.219915
1,ソフトバンク,70,41,27,2,0.603,-,73,271,230,49,32,0.251,3.08,23,2023-07-02 14:12:25.899616
2,オリックス,73,42,29,2,0.592,0.5,70,279,228,59,28,0.255,2.92,25,2023-07-02 14:12:25.899616
3,ロッテ,68,35,29,4,0.547,3.5,75,241,240,44,42,0.232,3.36,25,2023-07-02 14:12:25.899616
4,日本ハム,74,34,40,0,0.459,6,69,238,234,55,40,0.229,2.82,47,2023-07-02 14:12:25.899616
5,楽天,71,29,41,1,0.414,3,72,225,292,56,51,0.227,3.61,44,2023-07-02 14:12:25.899616
6,西武,72,29,42,1,0.408,0.5,71,202,247,50,42,0.226,3.13,42,2023-07-02 14:12:25.899616
1,オリックス,74,43,29,2,0.597,-,69,288,235,62,28,0.256,2.97,26,2023-07-04 14:14:16.954236
2,ソフトバンク,71,41,28,2,0.594,0.5,72,274,240,50,32,0.249,3.16,24,2023-07-04 14:14:16.954236
3,ロッテ,69,36,29,4,0.554,3,74,242,240,44,43,0.23,3.3,26,2023-07-04 14:14:16.954236
4,日本ハム,75,35,40,0,0.467,6,68,248,237,59,42,0.231,2.82,48,2023-07-04 14:14:16.954236
5,楽天,72,29,42,1,0.408,4,71,232,301,57,51,0.228,3.68,45,2023-07-04 14:14:16.954236
6,西武,73,29,43,1,0.403,0.5,70,202,248,50,43,0.226,3.09,43,2023-07-04 14:14:16.954236
1,ソフトバンク,72,42,28,2,0.6,-,71,279,241,50,32,0.251,3.13,24,2023-07-05 14:15:14.077906
2,オリックス,75,43,30,2,0.589,0.5,68,289,241,63,28,0.256,3.02,26,2023-07-05 14:15:14.077906
3,ロッテ,70,37,29,4,0.561,2.5,73,244,241,45,43,0.23,3.27,26,2023-07-05 14:15:14.077906
4,日本ハム,76,35,41,0,0.461,7,67,249,242,59,42,0.23,2.83,49,2023-07-05 14:15:14.077906
5,楽天,73,30,42,1,0.417,3,70,238,302,57,51,0.229,3.64,45,2023-07-05 14:15:14.077906
6,西武,74,29,44,1,0.397,1.5,69,203,250,50,44,0.225,3.08,43,2023-07-05 14:15:14.077906
1,ソフトバンク,73,43,28,2,0.606,-,70,283,244,52,33,0.251,3.13,24,2023-07-06 14:15:01.663355
2,オリックス,76,43,31,2,0.581,1.5,67,289,244,63,28,0.255,3.02,26,2023-07-06 14:15:01.663355
3,ロッテ,71,38,29,4,0.567,1.5,72,251,247,47,44,0.231,3.29,27,2023-07-06 14:15:01.663355
4,日本ハム,77,35,42,0,0.455,8,66,252,246,60,43,0.23,2.85,49,2023-07-06 14:15:01.663355
5,楽天,74,31,42,1,0.425,2,69,241,302,57,53,0.23,3.59,45,2023-07-06 14:15:01.663355
6,西武,75,29,45,1,0.392,2.5,68,209,257,51,46,0.226,3.12,44,2023-07-06 14:15:01.663355
1,ソフトバンク,74,43,29,2,0.597,-,69,288,250,53,33,0.252,3.18,24,2023-07-07 14:14:14.579812
2,オリックス,76,43,31,2,0.581,1,67,289,244,63,28,0.255,3.02,26,2023-07-07 14:14:14.579812
5,楽天,75,32,42,1,0.432,1.5,68,247,307,59,53,0.23,3.61,45,2023-07-07 14:14:14.579812
6,西武,75,29,45,1,0.392,3,68,209,257,51,46,0.226,3.12,44,2023-07-07 14:14:14.579812
1,ソフトバンク,75,43,30,2,0.589,-,68,289,258,54,33,0.251,3.23,25,2023-07-08 14:12:42.102662
2,オリックス,77,44,31,2,0.587,0,66,294,245,64,28,0.255,3.0,27,2023-07-08 14:12:42.102662
3,ロッテ,72,39,29,4,0.574,1.5,71,254,249,48,45,0.231,3.27,27,2023-07-08 14:12:42.102662
4,日本ハム,78,35,43,0,0.449,9,65,254,249,61,43,0.228,2.85,50,2023-07-08 14:12:42.102662
5,楽天,76,33,42,1,0.44,0.5,67,255,308,59,54,0.232,3.57,45,2023-07-08 14:12:42.102662
6,西武,76,29,46,1,0.387,4,67,210,262,51,46,0.225,3.15,44,2023-07-08 14:12:42.102662
1,オリックス,78,45,31,2,0.592,-,65,305,250,65,28,0.256,3.02,27,2023-07-09 14:12:53.385964
2,ソフトバンク,76,43,31,2,0.581,1,67,290,263,54,33,0.251,3.21,26,2023-07-09 14:12:53.385964
3,ロッテ,73,40,29,4,0.58,0.5,70,257,251,49,46,0.231,3.26,28,2023-07-09 14:12:53.385964
4,楽天,77,34,42,1,0.447,9.5,66,260,309,61,54,0.231,3.54,45,2023-07-09 14:12:53.385964
5,日本ハム,79,35,44,0,0.443,0.5,64,256,252,61,45,0.228,2.85,50,2023-07-09 14:12:53.385964
6,西武,77,29,47,1,0.382,4.5,66,215,273,53,46,0.226,3.19,46,2023-07-09 14:12:53.385964
2,ロッテ,73,40,29,4,0.58,1.5,70,257,251,49,46,0.231,3.26,28,2023-07-10 14:14:25.589959
3,ソフトバンク,77,43,32,2,0.573,0,66,291,265,55,34,0.25,3.19,27,2023-07-10 14:14:25.589959
6,西武,78,30,47,1,0.39,4,65,217,274,53,49,0.227,3.16,48,2023-07-10 14:14:25.589959
1,オリックス,79,46,31,2,0.597,-,64,309,253,66,28,0.257,3.02,27,2023-07-11 14:14:11.522621
2,ソフトバンク,77,43,32,2,0.573,2,66,291,265,55,34,0.25,3.19,27,2023-07-11 14:14:11.522621
3,ロッテ,74,40,30,4,0.571,0.5,69,260,255,49,46,0.231,3.27,28,2023-07-11 14:14:11.522621
4,楽天,78,35,42,1,0.455,8.5,65,263,311,62,55,0.231,3.52,46,2023-07-11 14:14:11.522621
5,日本ハム,80,35,45,0,0.438,1.5,63,258,255,61,46,0.229,2.85,51,2023-07-11 14:14:11.522621
6,西武,78,30,47,1,0.39,3.5,65,217,274,53,49,0.227,3.16,48,2023-07-11 14:14:11.522621
1,オリックス,80,46,32,2,0.59,-,63,312,258,66,28,0.256,3.05,27,2023-07-12 14:13:53.674495
2,ロッテ,75,41,30,4,0.577,1.5,68,265,258,50,46,0.232,3.27,29,2023-07-12 14:13:53.674495
3,ソフトバンク,78,43,33,2,0.566,0.5,65,293,269,55,34,0.249,3.2,27,2023-07-12 14:13:53.674495
4,楽天,79,36,42,1,0.462,8,64,267,314,64,56,0.232,3.51,46,2023-07-12 14:13:53.674495
5,日本ハム,81,35,46,0,0.432,2.5,62,261,259,61,47,0.229,2.87,51,2023-07-12 14:13:53.674495
6,西武,79,31,47,1,0.397,2.5,64,221,276,53,49,0.227,3.15,48,2023-07-12 14:13:53.674495
3,ソフトバンク,79,43,34,2,0.558,1,64,295,273,55,35,0.248,3.21,27,2023-07-13 14:14:16.345151
4,楽天,80,37,42,1,0.468,7,63,270,316,65,60,0.234,3.49,47,2023-07-13 14:14:16.345151
5,日本ハム,82,35,47,0,0.427,3.5,61,263,262,62,48,0.23,2.87,51,2023-07-13 14:14:16.345151
6,西武,80,32,47,1,0.405,1.5,63,225,278,53,49,0.229,3.13,48,2023-07-13 14:14:16.345151
1,オリックス,81,47,32,2,0.595,-,62,315,260,67,28,0.256,3.03,27,2023-07-15 14:12:46.546323
2,ロッテ,76,42,30,4,0.583,1.5,67,274,265,51,46,0.232,3.3,29,2023-07-15 14:12:46.546323
3,ソフトバンク,80,43,35,2,0.551,2,63,297,276,56,35,0.248,3.21,27,2023-07-15 14:12:46.546323
4,楽天,81,37,43,1,0.463,7,62,277,325,66,61,0.235,3.57,47,2023-07-15 14:12:46.546323
5,日本ハム,83,35,48,0,0.422,3.5,60,263,263,62,48,0.229,2.85,51,2023-07-15 14:12:46.546323
6,西武,81,33,47,1,0.413,0.5,62,226,278,53,49,0.229,3.09,48,2023-07-15 14:12:46.546323
1,オリックス,82,48,32,2,0.6,-,61,317,261,69,28,0.255,3.0,27,2023-07-16 14:12:46.374237
2,ロッテ,77,42,31,4,0.575,2.5,66,280,272,55,46,0.233,3.35,29,2023-07-16 14:12:46.374237
3,ソフトバンク,81,43,36,2,0.544,2,62,298,278,56,35,0.247,3.19,27,2023-07-16 14:12:46.374237
4,楽天,82,38,43,1,0.469,6,61,284,331,69,61,0.236,3.59,48,2023-07-16 14:12:46.374237
5,西武,82,34,47,1,0.42,4,61,228,278,54,51,0.229,3.05,48,2023-07-16 14:12:46.374237
6,日本ハム,84,35,49,0,0.417,0.5,59,263,265,62,49,0.228,2.84,52,2023-07-16 14:12:46.374237
1,オリックス,83,49,32,2,0.605,-,60,320,261,70,29,0.254,2.97,27,2023-07-17 14:14:34.646469
2,ロッテ,78,42,32,4,0.568,3.5,65,282,276,55,46,0.233,3.35,31,2023-07-17 14:14:34.646469
3,ソフトバンク,82,43,37,2,0.538,2,61,298,281,56,35,0.246,3.19,27,2023-07-17 14:14:34.646469
4,楽天,83,39,43,1,0.476,5,60,288,333,69,61,0.238,3.55,49,2023-07-17 14:14:34.646469
5,西武,83,35,47,1,0.427,4,60,235,280,58,53,0.231,3.04,48,2023-07-17 14:14:34.646469
6,日本ハム,85,35,50,0,0.412,1.5,58,265,272,63,49,0.229,2.9,53,2023-07-17 14:14:34.646469
1,オリックス,84,50,32,2,0.61,-,59,325,265,73,29,0.254,2.93,28,2023-07-22 14:10:55.304648
2,ロッテ,79,43,32,4,0.573,3.5,64,287,278,55,46,0.234,3.33,31,2023-07-22 14:10:55.304648
3,ソフトバンク,83,43,38,2,0.531,3,60,300,286,56,35,0.246,3.19,28,2023-07-22 14:10:55.304648
4,楽天,84,39,44,1,0.47,5,59,289,335,69,62,0.236,3.54,49,2023-07-22 14:10:55.304648
5,西武,84,36,47,1,0.434,3,59,237,281,58,53,0.231,3.0,49,2023-07-22 14:10:55.304648
6,日本ハム,86,35,51,0,0.407,2.5,57,269,277,63,51,0.228,2.92,55,2023-07-22 14:10:55.304648
1,オリックス,85,51,32,2,0.614,-,58,332,270,75,30,0.255,2.96,28,2023-07-23 14:10:59.397596
2,ロッテ,80,44,32,4,0.579,3.5,63,291,281,56,46,0.234,3.32,34,2023-07-23 14:10:59.397596
3,ソフトバンク,84,43,39,2,0.524,4,59,303,290,57,36,0.246,3.2,28,2023-07-23 14:10:59.397596
4,楽天,85,40,44,1,0.476,4,58,293,337,70,62,0.236,3.52,49,2023-07-23 14:10:59.397596
5,西武,85,36,48,1,0.429,4,58,239,285,58,54,0.23,3.02,49,2023-07-23 14:10:59.397596
6,日本ハム,87,35,52,0,0.402,2.5,56,274,284,65,51,0.228,2.97,58,2023-07-23 14:10:59.397596
2,ロッテ,81,45,32,4,0.584,3,62,293,282,57,47,0.234,3.29,35,2023-07-24 14:13:22.727880
3,ソフトバンク,85,43,40,2,0.518,5,58,304,292,57,39,0.245,3.18,28,2023-07-24 14:13:22.727880
4,楽天,85,40,44,1,0.476,3.5,58,293,337,70,62,0.236,3.52,49,2023-07-24 14:13:22.727880
1,オリックス,86,51,33,2,0.607,-,57,332,275,75,30,0.255,2.97,29,2023-07-25 14:13:05.990885
2,ロッテ,82,45,33,4,0.577,3,61,293,285,57,47,0.233,3.29,36,2023-07-25 14:13:05.990885
3,ソフトバンク,86,44,40,2,0.524,4,57,309,292,57,39,0.245,3.15,29,2023-07-25 14:13:05.990885
4,楽天,86,41,44,1,0.482,3.5,57,296,338,72,62,0.236,3.49,49,2023-07-25 14:13:05.990885
5,西武,86,37,48,1,0.435,4,57,242,285,58,56,0.23,2.98,49,2023-07-25 14:13:05.990885
6,日本ハム,88,35,53,0,0.398,3.5,55,275,287,65,51,0.228,2.98,59,2023-07-25 14:13:05.990885
1,オリックス,87,51,34,2,0.6,-,56,333,282,75,30,0.254,3.02,29,2023-07-26 14:12:33.657377
2,ロッテ,83,45,34,4,0.57,3,60,296,290,57,47,0.233,3.32,37,2023-07-26 14:12:33.657377
3,ソフトバンク,87,45,40,2,0.529,3,56,316,293,60,39,0.246,3.11,30,2023-07-26 14:12:33.657377
4,楽天,87,41,45,1,0.477,4.5,56,298,341,73,62,0.236,3.49,49,2023-07-26 14:12:33.657377
5,西武,87,38,48,1,0.442,3,56,247,288,60,57,0.23,2.98,49,2023-07-26 14:12:33.657377
6,日本ハム,89,36,53,0,0.404,3.5,54,278,289,66,51,0.227,2.97,59,2023-07-26 14:12:33.657377
4,楽天,88,41,46,1,0.471,5,55,303,350,75,64,0.237,3.55,49,2023-07-27 14:12:09.307909
5,西武,87,38,48,1,0.442,2.5,56,247,288,60,57,0.23,2.98,49,2023-07-27 14:12:09.307909
6,日本ハム,90,37,53,0,0.411,3,53,287,294,67,53,0.229,2.99,59,2023-07-27 14:12:09.307909
1,オリックス,88,51,35,2,0.593,-,55,333,286,75,30,0.253,3.02,30,2023-07-28 14:12:12.117700
2,ロッテ,84,46,34,4,0.575,2,59,304,295,58,47,0.234,3.34,38,2023-07-28 14:12:12.117700
3,ソフトバンク,88,45,41,2,0.523,4,55,321,301,61,40,0.246,3.17,30,2023-07-28 14:12:12.117700
4,楽天,89,42,46,1,0.477,4,54,308,351,76,65,0.238,3.52,50,2023-07-28 14:12:12.117700
5,西武,88,38,49,1,0.437,3.5,55,248,293,60,58,0.23,2.97,50,2023-07-28 14:12:12.117700
6,日本ハム,91,38,53,0,0.418,2,52,291,294,67,53,0.23,2.96,59,2023-07-28 14:12:12.117700
1,オリックス,89,52,35,2,0.598,-,54,337,289,75,31,0.253,3.01,31,2023-07-29 14:10:34.858010
2,ロッテ,85,47,34,4,0.58,2,58,308,296,60,47,0.234,3.31,38,2023-07-29 14:10:34.858010
3,ソフトバンク,89,45,42,2,0.517,5,54,322,305,61,41,0.246,3.18,30,2023-07-29 14:10:34.858010
4,楽天,90,42,47,1,0.472,4,53,309,354,77,65,0.237,3.51,50,2023-07-29 14:10:34.858010
5,西武,89,39,49,1,0.443,2.5,54,251,294,60,58,0.231,2.95,52,2023-07-29 14:10:34.858010
6,日本ハム,92,38,54,0,0.413,3,51,294,298,68,53,0.23,2.96,60,2023-07-29 14:10:34.858010
1,オリックス,90,53,35,2,0.602,-,53,346,291,78,31,0.256,3.0,31,2023-07-30 14:10:45.159969
2,ロッテ,86,47,35,4,0.573,3,57,313,302,60,48,0.235,3.33,38,2023-07-30 14:10:45.159969
3,ソフトバンク,90,46,42,2,0.523,4,53,328,310,63,41,0.246,3.17,31,2023-07-30 14:10:45.159969
4,楽天,91,43,47,1,0.478,4,52,314,358,77,65,0.238,3.52,50,2023-07-30 14:10:45.159969
5,西武,90,39,50,1,0.438,3.5,53,255,299,60,58,0.232,2.96,54,2023-07-30 14:10:45.159969
6,日本ハム,93,38,55,0,0.409,3,50,296,307,68,53,0.23,3.0,63,2023-07-30 14:10:45.159969
1,オリックス,91,54,35,2,0.607,-,52,352,293,80,31,0.257,2.99,31,2023-08-01 14:12:51.903024
2,ロッテ,87,47,36,4,0.566,4,56,315,305,60,49,0.236,3.33,38,2023-08-01 14:12:51.903024
3,ソフトバンク,91,46,43,2,0.517,4,52,328,315,63,41,0.246,3.18,31,2023-08-01 14:12:51.903024
4,楽天,92,43,48,1,0.473,4,51,316,364,77,65,0.239,3.55,50,2023-08-01 14:12:51.903024
5,西武,91,40,50,1,0.444,2.5,52,260,299,60,59,0.232,2.93,54,2023-08-01 14:12:51.903024
6,日本ハム,94,39,55,0,0.415,3,49,299,309,70,53,0.23,2.99,63,2023-08-01 14:12:51.903024
1,オリックス,92,55,35,2,0.611,-,51,355,295,80,31,0.257,2.97,31,2023-08-02 14:12:32.134353
2,ロッテ,88,47,37,4,0.56,5,55,321,313,61,49,0.236,3.36,39,2023-08-02 14:12:32.134353
3,ソフトバンク,92,46,44,2,0.511,4,51,328,317,63,41,0.244,3.17,31,2023-08-02 14:12:32.134353
4,楽天,93,43,49,1,0.467,4,50,318,367,78,65,0.239,3.54,50,2023-08-02 14:12:32.134353
5,西武,92,41,50,1,0.451,1.5,51,262,299,60,59,0.232,2.9,54,2023-08-02 14:12:32.134353
6,日本ハム,95,40,55,0,0.421,3,48,307,315,70,53,0.231,2.97,66,2023-08-02 14:12:32.134353
1,オリックス,93,55,36,2,0.604,-,50,356,304,80,31,0.257,3.04,31,2023-08-03 14:12:34.455075
2,ロッテ,89,48,37,4,0.565,4,54,328,318,64,50,0.237,3.36,42,2023-08-03 14:12:34.455075
3,ソフトバンク,92,46,44,2,0.511,4.5,51,328,317,63,41,0.244,3.17,31,2023-08-03 14:12:34.455075
4,楽天,94,44,49,1,0.473,3.5,49,327,368,80,65,0.24,3.52,50,2023-08-03 14:12:34.455075
